Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,2083,0,640,588.9331540770193,40.24229105561972,812.8247079439461,95.5021603456553,71.73027502362093,0.0,640,650,660,670,700,740,770,790,800,810,810
,Aggregated,2083,0,640,588.9331540770193,40.24229105561972,812.8247079439461,95.5021603456553,71.73027502362093,0.0,640,650,660,670,700,740,770,790,800,810,810
